Date,ProductCategory,ProductName,Revenue,CompetitionLevel,MarketingCampaign,CustomerID,Gender,Age,Location,AveragePurchaseAmount
24/07/2022,Skincare,Cleanser,402.84,Medium,Low,32410,Male,28,Rural,170.72
15/10/2022,Accessories,Earrings,89.42,Low,Low,32411,Male,54,Rural,197.32
02/05/2022,Haircare,Hair Oil,333.24,Medium,Low,32412,Male,52,Suburb,113.14
23/05/2021,Skincare,Cleanser,358.57,Low,Low,32413,Male,20,City,11.81
14/11/2022,Haircare,Shampoo,332.87,Medium,Low,32414,Female,40,Suburb,28.08
05/08/2022,Accessories,Earrings,158.73,Low,High,32415,Female,37,Suburb,130.89
08/06/2022,Accessories,Necklace,337.25,Medium,Low,32416,Female,59,Rural,80.7
07/10/2021,Accessories,Handbag,342.48,Medium,Low,32417,Male,52,Rural,151.01
14/11/2021,Accessories,Handbag,122.63,Medium,None,32418,Male,44,Rural,98.01
04/12/2022,Haircare,Hair Oil,294.13,Medium,None,32419,Male,44,City,40.39
27/05/2022,Fragrances,Body Mist,209.84,Medium,High,32420,Male,52,Rural,188.07
17/06/2022,Fragrances,Perfume,306.97,Medium,Low,32421,Male,28,City,39.5
08/03/2022,Skincare,Serum,127.49,Medium,Medium,32422,Male,38,Suburb,163.87
09/05/2022,Accessories,Earrings,334.89,Medium,None,32423,Male,54,Rural,52.48
06/04/2022,Haircare,Conditioner,66.72,High,None,32424,Female,44,Rural,107.13
31/08/2022,Makeup,Mascara,33.38,Medium,None,32425,Male,19,Suburb,75.56
11/11/2021,Makeup,Eyeshadow,274.97,Medium,Low,32426,Female,39,Suburb,125.42
31/12/2022,Skincare,Sunscreen,37.55,Low,None,32427,Female,48,City,76.7
22/01/2022,Haircare,Shampoo,197.46,High,Low,32428,Female,33,City,165.12
15/07/2021,Accessories,Necklace,326.02,Medium,None,32429,Female,44,Rural,181.32
21/03/2022,Haircare,Shampoo,195.72,Medium,None,32430,Male,49,City,175.85
05/01/2022,Makeup,Foundation,76.74,High,None,32431,Female,62,City,98.41
07/07/2022,Accessories,Bracelet,37.6,Medium,None,32432,Male,39,Rural,92.77
03/01/2022,Makeup,Lipstick,450.82,Low,High,32433,Female,31,Suburb,48.37
28/07/2021,Skincare,Cleanser,541.72,Medium,Low,32434,Female,26,Rural,11.94
16/04/2021,Makeup,Mascara,140.06,Medium,Low,32435,Male,65,Suburb,192.96
18/02/2022,Makeup,Mascara,112.88,Medium,Medium,32436,Female,29,Rural,133.65
14/04/2021,Haircare,Styling Gel,614.44,Low,None,32437,Male,36,Suburb,85.3
07/10/2022,Haircare,Styling Gel,337.43,Low,Low,32438,Male,52,City,107.46
16/02/2021,Haircare,Conditioner,100.88,Low,None,32439,Male,64,Suburb,173.4
17/01/2022,Fragrances,Perfume,333,Medium,Low,32440,Female,39,Rural,187.76
25/05/2021,Accessories,Handbag,368.76,Low,Medium,32441,Female,55,City,198.58
27/05/2021,Fragrances,Perfume,330.32,Medium,None,32442,Male,51,City,96.22
01/09/2021,Makeup,Lipstick,69.51,Medium,High,32443,Female,55,City,19.02
21/09/2021,Accessories,Handbag,736.79,Medium,Low,32444,Male,43,Rural,16.58
17/01/2021,Haircare,Conditioner,189.64,Medium,Low,32445,Female,34,City,179.84
03/08/2022,Skincare,Cleanser,57.49,Medium,None,32446,Female,43,Suburb,72.1
24/01/2021,Accessories,Earrings,145.04,Low,None,32447,Male,43,City,15.72
26/10/2022,Skincare,Serum,25.7,Low,None,32448,Female,22,Rural,113.66
03/01/2021,Accessories,Handbag,22.81,Low,Low,32449,Female,61,Rural,74.33
30/12/2021,Fragrances,Body Mist,318.87,Low,Medium,32450,Female,50,Suburb,142.89
20/10/2022,Fragrances,Perfume,638.21,Low,High,32451,Male,20,Rural,192.12
15/07/2022,Accessories,Necklace,201.23,Low,High,32452,Female,63,Rural,64.59
23/05/2022,Fragrances,Body Mist,223.9,Medium,Medium,32453,Female,31,Rural,187.82
30/08/2022,Skincare,Moisturizer,109.92,Low,None,32454,Female,55,Suburb,23.82
25/05/2022,Haircare,Shampoo,22.47,Medium,Low,32455,Female,51,City,104.71
17/08/2022,Makeup,Lipstick,155.96,High,Low,32456,Male,60,City,155.51
16/06/2022,Haircare,Shampoo,130.09,Low,High,32457,Female,35,Rural,130.6
29/03/2022,Makeup,Lipstick,31.07,Medium,Low,32458,Female,55,City,142.1
11/03/2022,Fragrances,Cologne,123.42,Low,None,32459,Female,57,Suburb,96.14
16/07/2021,Haircare,Conditioner,127.49,Medium,Low,32460,Female,58,City,76.21
13/07/2021,Makeup,Mascara,551.67,Low,Low,32461,Male,45,Suburb,186.9
23/01/2021,Skincare,Moisturizer,70.79,Low,None,32462,Male,40,Rural,65.98
04/09/2021,Makeup,Foundation,90.58,Low,None,32463,Male,18,City,126.21
21/11/2021,Makeup,Mascara,277.26,Medium,Medium,32464,Male,45,Rural,116.04
24/02/2021,Haircare,Conditioner,73.77,Low,Low,32465,Female,25,Suburb,152.9
24/12/2022,Fragrances,Perfume,180.48,Low,None,32466,Male,63,Rural,13.58
08/12/2021,Makeup,Mascara,145.54,Low,None,32467,Female,50,City,156.82
06/11/2021,Makeup,Foundation,66.7,Medium,None,32468,Male,43,City,191.17
03/03/2022,Skincare,Moisturizer,200.99,Medium,Low,32469,Male,18,City,110.98
11/05/2022,Fragrances,Perfume,267.83,Low,None,32470,Female,44,City,85.81
06/11/2022,Fragrances,Perfume,272.4,High,Low,32471,Female,58,Suburb,173.34
26/09/2021,Makeup,Foundation,280.06,Medium,None,32472,Male,28,Rural,191.77
25/08/2022,Fragrances,Cologne,314.25,High,Low,32473,Female,46,Rural,126.38
13/05/2021,Makeup,Lipstick,102.43,Low,High,32474,Female,59,Suburb,63.38
09/01/2022,Fragrances,Cologne,55.83,Low,Low,32475,Female,34,City,74.64
08/10/2021,Makeup,Eyeshadow,141.47,Medium,Low,32476,Male,23,Rural,28.64
08/01/2022,Skincare,Cleanser,145.09,Medium,High,32477,Male,57,Suburb,117.01
25/11/2022,Fragrances,Body Mist,228,Low,None,32478,Female,35,Rural,98.23
18/03/2022,Fragrances,Body Mist,51.44,Medium,None,32479,Male,56,City,158.05
18/01/2022,Makeup,Foundation,55.4,Medium,None,32480,Female,38,Suburb,66.24
18/12/2021,Skincare,Moisturizer,113.7,Medium,Low,32481,Male,53,Rural,167.66
21/10/2022,Skincare,Cleanser,71.89,Medium,None,32482,Female,46,Rural,25.44
20/07/2021,Fragrances,Cologne,635.19,Low,Low,32483,Male,28,City,173.7
08/07/2022,Makeup,Mascara,31.94,Medium,None,32484,Female,56,Suburb,94.38
17/04/2021,Skincare,Moisturizer,166.03,High,None,32485,Male,55,Rural,26.32
16/01/2021,Makeup,Eyeshadow,137.57,Low,Low,32486,Male,56,City,195.69
05/05/2021,Skincare,Moisturizer,344.85,Low,None,32487,Female,45,Rural,177.35
30/09/2021,Skincare,Sunscreen,139.5,Low,None,32488,Female,64,Rural,75.47
21/07/2021,Makeup,Foundation,142.79,Medium,Low,32489,Male,28,Rural,121.28
09/12/2021,Fragrances,Body Mist,27.68,Low,None,32490,Female,60,Rural,161.05
19/02/2021,Fragrances,Cologne,59.28,Low,None,32491,Male,30,Rural,156.52
24/03/2021,Fragrances,Perfume,93.3,High,Low,32492,Female,26,City,20.25
11/12/2022,Accessories,Earrings,620.7,High,Low,32493,Female,41,Rural,186.89
04/08/2022,Accessories,Handbag,566.95,Low,High,32494,Male,65,City,130.79
03/11/2021,Fragrances,Cologne,95.49,Medium,Low,32495,Female,51,Rural,141.59
10/06/2021,Skincare,Serum,55.01,High,Low,32496,Female,58,Rural,70.4
15/12/2021,Haircare,Conditioner,108.65,Low,Low,32497,Female,48,City,170.87
25/07/2021,Fragrances,Body Mist,128.46,Medium,None,32498,Female,28,City,151.11
27/04/2022,Haircare,Hair Oil,184.36,Low,Medium,32499,Female,30,City,50.31
15/05/2021,Haircare,Styling Gel,483.3,Medium,Low,32500,Female,19,Rural,24.64
08/07/2021,Makeup,Mascara,77.42,Medium,Low,32501,Male,36,City,143.66
23/12/2021,Makeup,Lipstick,118.93,High,Low,32502,Female,26,Rural,60.54
27/11/2022,Makeup,Eyeshadow,334.96,Medium,None,32503,Female,24,Suburb,188.78
02/10/2021,Makeup,Foundation,326.44,Low,None,32504,Female,42,Suburb,93.1
14/07/2021,Skincare,Serum,61.23,Medium,None,32505,Male,59,Suburb,146.15
01/02/2022,Accessories,Handbag,155.89,Medium,High,32506,Female,41,City,120.97
11/09/2021,Fragrances,Body Mist,530.97,Medium,None,32507,Male,36,City,67.71
08/11/2022,Accessories,Earrings,327.18,Low,None,32508,Male,58,Rural,194.77
22/01/2021,Haircare,Shampoo,60.71,Medium,Low,32509,Female,54,Rural,69.04
28/03/2021,Accessories,Bracelet,100.45,Medium,None,32510,Male,59,Rural,72.83
17/09/2022,Haircare,Conditioner,230.95,Medium,Medium,32511,Male,53,Rural,81.91
11/04/2022,Makeup,Mascara,179.61,Medium,Low,32512,Female,40,Rural,24.4
11/05/2021,Fragrances,Body Mist,328.93,Medium,None,32513,Male,34,Suburb,128.22
23/04/2022,Skincare,Serum,206.61,Low,Medium,32514,Male,26,Suburb,199.26
26/02/2022,Haircare,Conditioner,91.82,Low,Low,32515,Female,41,City,96.26
13/08/2021,Accessories,Bracelet,585.84,Low,Low,32516,Female,25,City,102.1
26/01/2022,Skincare,Cleanser,47.1,Low,None,32517,Male,19,Rural,54.17
15/04/2022,Accessories,Bracelet,272.03,Medium,Low,32518,Female,50,Rural,65.68
29/11/2021,Skincare,Moisturizer,37.59,Medium,Medium,32519,Female,21,City,53.98
11/08/2021,Makeup,Eyeshadow,100.56,Low,Low,32520,Male,46,Rural,120.19
05/09/2022,Fragrances,Cologne,138.82,Medium,Low,32521,Female,32,Rural,14.71
22/05/2022,Accessories,Earrings,275.98,Medium,None,32522,Female,35,City,81.15
20/12/2022,Haircare,Shampoo,108.66,Low,None,32523,Female,28,Suburb,141.5
25/03/2022,Skincare,Sunscreen,291.76,Medium,None,32524,Female,30,Suburb,25.55
16/03/2021,Makeup,Mascara,75.72,Low,Low,32525,Male,60,Suburb,182.01
25/07/2022,Fragrances,Perfume,141.66,Low,Low,32526,Male,65,Rural,35.53
26/07/2022,Haircare,Shampoo,108.41,High,Low,32527,Male,42,Suburb,25.61
20/12/2021,Skincare,Moisturizer,133.64,Medium,None,32528,Male,23,City,117.19
02/02/2021,Skincare,Cleanser,113.26,Medium,Medium,32529,Male,21,City,43.02
02/03/2021,Accessories,Handbag,582.64,Medium,Low,32530,Female,23,Rural,116.72
21/06/2021,Skincare,Moisturizer,170.68,Low,High,32531,Female,37,Suburb,138.9
19/08/2021,Makeup,Mascara,99.71,High,Low,32532,Female,61,City,105.24
09/06/2021,Accessories,Necklace,239.17,Medium,Low,32533,Female,48,Suburb,143.87
13/11/2022,Accessories,Necklace,242.46,Low,Medium,32534,Male,34,City,60.81
13/06/2021,Fragrances,Body Mist,150.91,Low,High,32535,Male,45,Suburb,185.62
23/06/2022,Skincare,Moisturizer,54.59,Low,High,32536,Female,55,Suburb,99.33
11/10/2022,Accessories,Handbag,367.38,Medium,None,32537,Female,33,Rural,170.5
01/11/2022,Haircare,Shampoo,195.06,High,Low,32538,Male,19,Suburb,147.35
22/04/2022,Makeup,Foundation,181.08,Medium,Medium,32539,Male,52,Rural,132.9
19/09/2022,Haircare,Shampoo,126.57,Low,Low,32540,Female,42,City,13.71
31/03/2021,Haircare,Styling Gel,29.25,Medium,Medium,32541,Male,39,Suburb,45.13
01/06/2021,Haircare,Shampoo,153.99,Medium,High,32542,Male,18,Rural,94.31
18/07/2021,Fragrances,Body Mist,49.02,Medium,High,32543,Male,19,Rural,99.88
15/11/2022,Haircare,Conditioner,84.49,Medium,Low,32544,Male,63,Rural,72.18
29/01/2022,Accessories,Necklace,192.26,Medium,None,32545,Female,65,Rural,69.25
01/04/2022,Makeup,Lipstick,376.4,Low,Low,32546,Female,63,Rural,185.16
11/01/2022,Haircare,Shampoo,46.66,Medium,Medium,32547,Male,46,City,172.11
11/10/2021,Haircare,Styling Gel,180.84,Low,Low,32548,Female,58,Suburb,57.68
26/01/2021,Fragrances,Perfume,116.39,Medium,Low,32549,Female,56,Rural,44.36
26/06/2022,Accessories,Handbag,96.05,Low,High,32550,Female,34,Suburb,199.49
27/07/2022,Accessories,Bracelet,95.36,High,Low,32551,Male,33,City,10.34
07/09/2022,Skincare,Moisturizer,323.26,Medium,None,32552,Male,54,City,115.12
13/02/2021,Accessories,Handbag,125.95,Low,None,32553,Male,24,City,41.74
07/02/2021,Accessories,Earrings,444.79,High,Low,32554,Male,31,Suburb,132.68
24/02/2022,Haircare,Styling Gel,31.97,Low,None,32555,Male,25,City,178.41
27/09/2021,Skincare,Moisturizer,139.68,Medium,None,32556,Female,58,City,187.25
22/11/2022,Skincare,Serum,286.13,Medium,Low,32557,Male,38,Rural,144.01
12/05/2021,Makeup,Mascara,546.5,Low,High,32558,Female,35,Suburb,17.03
07/07/2021,Haircare,Shampoo,176.84,Medium,None,32559,Female,54,City,165.79
16/12/2022,Haircare,Shampoo,216.36,Medium,None,32560,Female,57,Rural,28.54
16/11/2022,Fragrances,Cologne,197.79,Low,Medium,32561,Male,58,Rural,43.83
09/11/2021,Fragrances,Perfume,270.57,Low,Medium,32562,Male,61,Rural,124.37
17/04/2022,Haircare,Hair Oil,138.78,Medium,Low,32563,Male,36,Suburb,13.51
14/09/2022,Accessories,Necklace,20.42,Medium,High,32564,Male,34,Suburb,69.53
24/10/2022,Makeup,Foundation,298.65,Medium,Medium,32565,Male,34,City,111.06
22/08/2021,Makeup,Lipstick,271.03,High,None,32566,Male,28,City,89.64
24/07/2021,Fragrances,Perfume,664.23,Medium,High,32567,Female,20,Suburb,165.96
08/03/2021,Haircare,Hair Oil,105.6,High,Low,32568,Female,48,Suburb,184.56
27/10/2022,Fragrances,Body Mist,321.28,Low,Low,32569,Female,47,Suburb,130.08
13/09/2021,Fragrances,Perfume,258.37,Medium,None,32570,Male,61,City,169.83
26/07/2021,Fragrances,Body Mist,107.44,Medium,High,32571,Male,45,Suburb,39.09
24/06/2022,Accessories,Bracelet,295.78,Medium,High,32572,Male,37,Rural,88.31
05/10/2021,Fragrances,Body Mist,241.31,Medium,None,32573,Female,18,City,33.86
29/07/2021,Skincare,Moisturizer,283.7,High,None,32574,Male,19,Suburb,140.99
13/05/2022,Fragrances,Body Mist,183.07,Medium,Low,32575,Female,31,City,171
07/03/2022,Makeup,Lipstick,22.88,Low,Low,32576,Female,64,Rural,77.18
31/05/2022,Skincare,Moisturizer,45.74,Low,Medium,32577,Male,20,Rural,53.86
19/01/2022,Skincare,Sunscreen,175.2,Medium,High,32578,Female,23,Suburb,192.75
02/07/2022,Haircare,Styling Gel,128.94,Medium,High,32579,Female,37,Suburb,25.58
30/09/2022,Skincare,Cleanser,61,Medium,None,32580,Male,26,Suburb,24.12
14/05/2021,Makeup,Lipstick,562.66,High,None,32581,Male,61,Rural,50.88
08/04/2021,Fragrances,Cologne,396.14,Medium,None,32582,Male,55,City,151.25
17/05/2022,Haircare,Hair Oil,196.94,Low,Medium,32583,Female,46,Rural,113.22
26/02/2021,Haircare,Conditioner,499.07,Low,None,32584,Female,58,Suburb,147.54
13/10/2022,Skincare,Serum,126.75,Medium,Low,32585,Female,43,Suburb,161.55
23/10/2021,Fragrances,Cologne,340.96,Medium,None,32586,Female,53,Suburb,86.76
27/02/2021,Haircare,Conditioner,179.23,Medium,Low,32587,Female,21,Rural,197.01
03/08/2021,Accessories,Bracelet,194.12,High,Low,32588,Male,59,City,30.4
28/02/2021,Fragrances,Body Mist,53.5,Low,None,32589,Female,45,City,82.52
12/07/2022,Skincare,Sunscreen,78.58,Medium,Low,32590,Male,30,Suburb,180.87
22/02/2021,Haircare,Shampoo,506.66,Low,Medium,32591,Female,34,Rural,21.99
12/06/2022,Fragrances,Perfume,210.52,Medium,Low,32592,Male,51,Rural,198.5
07/01/2022,Makeup,Mascara,276.91,Low,None,32593,Male,36,Suburb,75.55
07/02/2022,Accessories,Handbag,485.25,Medium,Low,32594,Female,65,Rural,63.73
29/07/2022,Fragrances,Perfume,469.74,Medium,None,32595,Male,19,Suburb,149.19
22/04/2021,Haircare,Hair Oil,503.97,Low,None,32596,Female,19,Suburb,25.48
27/08/2022,Makeup,Mascara,257.05,Low,None,32597,Female,23,Rural,124.6
30/08/2021,Makeup,Mascara,256.03,Medium,Low,32598,Female,65,Rural,175.5
21/02/2022,Haircare,Shampoo,284.41,Medium,None,32599,Female,60,City,177.3
28/10/2022,Makeup,Eyeshadow,175.81,Low,Medium,32600,Male,39,Rural,178.4
18/09/2022,Skincare,Moisturizer,237.19,High,None,32601,Female,38,Suburb,94.8
19/05/2021,Fragrances,Cologne,349.8,Low,None,32602,Male,29,City,21.15
28/07/2022,Makeup,Foundation,284.92,Medium,Low,32603,Male,49,Rural,39.53
25/02/2022,Fragrances,Body Mist,98.37,Low,Medium,32604,Male,26,Rural,196.03
26/11/2021,Accessories,Bracelet,63.4,Medium,Low,32605,Male,45,City,198.5
05/12/2022,Fragrances,Cologne,152.21,High,Low,32606,Male,36,Rural,196.5
01/10/2021,Haircare,Hair Oil,230.18,High,Low,32607,Female,53,Rural,24.23
10/07/2022,Accessories,Handbag,557.13,Medium,High,32608,Male,20,Suburb,145.29
08/02/2021,Fragrances,Perfume,170.23,Low,High,32609,Male,65,Suburb,15.31
09/10/2022,Accessories,Earrings,181.07,Low,Low,32610,Male,54,Suburb,62.79
08/05/2022,Haircare,Styling Gel,195.98,Low,Low,32611,Female,63,Rural,43.52
05/12/2021,Skincare,Moisturizer,53.33,Low,Medium,32612,Male,60,Suburb,152.8
04/12/2021,Fragrances,Cologne,175.19,Low,Medium,32613,Female,22,Rural,25.86
04/06/2021,Skincare,Sunscreen,216.33,Low,Low,32614,Male,65,City,47.95
20/02/2021,Accessories,Handbag,37.25,Medium,Low,32615,Female,39,City,41.05
13/03/2022,Haircare,Styling Gel,480.96,High,None,32616,Female,65,Rural,61.99
25/02/2021,Haircare,Conditioner,257.68,Medium,Low,32617,Male,34,Suburb,47.09
18/05/2022,Accessories,Handbag,325.96,Medium,None,32618,Female,31,Suburb,127.46
21/10/2021,Accessories,Earrings,138.5,Medium,None,32619,Male,27,Rural,119.83
28/12/2021,Skincare,Cleanser,39.71,Low,Medium,32620,Female,28,Rural,197.72
03/09/2021,Accessories,Necklace,122.14,High,None,32621,Male,41,Rural,118.73
18/02/2021,Skincare,Cleanser,374.46,Medium,None,32622,Female,33,City,179.98
15/12/2022,Haircare,Shampoo,127.07,Medium,Medium,32623,Male,27,Rural,82.66
23/06/2021,Makeup,Lipstick,189.87,Low,Low,32624,Female,48,City,70.79
30/01/2022,Makeup,Eyeshadow,212.49,Medium,Low,32625,Male,60,City,110.23
23/07/2022,Fragrances,Body Mist,47,Medium,Low,32626,Male,26,City,80.18
26/05/2021,Haircare,Shampoo,411.34,Medium,Low,32627,Female,64,Rural,105.17
21/12/2022,Makeup,Mascara,202.13,High,None,32628,Female,23,Rural,86.02
02/01/2022,Skincare,Serum,298.95,Low,None,32629,Male,20,Suburb,37.27
19/11/2021,Haircare,Shampoo,206.12,Medium,Low,32630,Female,34,City,47.06
06/02/2021,Accessories,Bracelet,90.45,Low,Low,32631,Female,41,City,94.66
18/12/2022,Makeup,Foundation,255.51,High,Low,32632,Male,43,City,25.75
02/08/2022,Makeup,Foundation,272.07,Medium,High,32633,Female,22,City,151.14
27/06/2022,Fragrances,Cologne,280.31,Low,Low,32634,Female,57,Suburb,33.74
11/02/2022,Makeup,Eyeshadow,178.59,Medium,Low,32635,Female,45,City,75.65
11/01/2021,Skincare,Sunscreen,55.72,Medium,None,32636,Male,32,City,156.37
14/12/2021,Skincare,Sunscreen,109.38,Medium,High,32637,Female,18,Rural,76.05
05/03/2022,Haircare,Styling Gel,176.55,Low,High,32638,Female,44,Suburb,57.02
30/04/2021,Skincare,Cleanser,85.04,Low,None,32639,Female,20,Suburb,44.6
04/11/2022,Skincare,Sunscreen,516.31,Medium,Low,32640,Male,56,City,177.29
10/05/2021,Accessories,Necklace,398.44,High,None,32641,Male,30,City,83.17
28/09/2022,Accessories,Handbag,381.71,Medium,High,32642,Female,33,Rural,174.36
26/08/2022,Accessories,Bracelet,302.1,Medium,None,32643,Male,64,Suburb,198.48
06/06/2021,Accessories,Handbag,82.22,Low,High,32644,Male,24,City,144.18
15/08/2022,Makeup,Lipstick,179.74,Low,Low,32645,Male,47,City,125.45
28/06/2021,Fragrances,Cologne,348.93,Medium,Medium,32646,Female,61,Rural,60.77
15/06/2021,Fragrances,Cologne,189.83,Medium,Low,32647,Female,53,City,86.78
06/04/2021,Fragrances,Cologne,339.36,Low,High,32648,Male,43,Rural,93.04
19/10/2021,Accessories,Bracelet,96.93,Low,None,32649,Male,51,Suburb,101.57
13/11/2021,Fragrances,Cologne,339.46,Low,Medium,32650,Male,38,City,107.57
07/01/2021,Makeup,Lipstick,410.13,Low,High,32651,Male,60,City,49.89
28/05/2022,Accessories,Bracelet,170.31,Medium,None,32652,Female,51,Suburb,149.12
19/11/2022,Makeup,Foundation,306.56,Low,High,32653,Male,23,Suburb,44.47
13/09/2022,Fragrances,Cologne,259.23,Low,None,32654,Male,49,Rural,133.09
22/09/2021,Makeup,Eyeshadow,65.76,Medium,Low,32655,Female,60,City,41.16
20/08/2022,Makeup,Foundation,140.34,Medium,None,32656,Male,65,Suburb,184.27
09/11/2022,Fragrances,Cologne,146.49,Medium,Low,32657,Male,54,Suburb,16.46
08/04/2022,Fragrances,Cologne,260.29,Medium,None,32658,Male,33,City,153.47
29/05/2022,Accessories,Bracelet,158,Medium,None,32659,Female,65,City,122.75
06/12/2021,Fragrances,Perfume,26.78,Medium,Medium,32660,Female,53,City,16.96
07/04/2021,Skincare,Cleanser,170.11,Medium,None,32661,Male,37,City,19.09
12/03/2021,Haircare,Conditioner,170.78,Low,None,32662,Male,38,City,92.04
16/05/2022,Makeup,Lipstick,190.31,Low,High,32663,Female,49,Suburb,42.12
10/04/2022,Haircare,Hair Oil,82.35,Low,None,32664,Male,32,Suburb,71.38
29/10/2021,Haircare,Conditioner,535.66,High,Low,32665,Male,51,City,173.22
21/04/2021,Fragrances,Cologne,48.67,Low,None,32666,Male,43,Suburb,30.35
14/08/2022,Accessories,Necklace,19.47,Medium,None,32667,Female,21,Rural,80.3
28/11/2022,Fragrances,Perfume,62.83,Medium,None,32668,Female,41,Rural,155.58
10/03/2021,Fragrances,Perfume,125.01,Low,None,32669,Female,22,Rural,112.46
27/04/2021,Accessories,Bracelet,552.91,High,None,32670,Female,45,Suburb,100.56
20/07/2022,Makeup,Mascara,346.44,Medium,Medium,32671,Female,48,City,45.22
20/09/2021,Makeup,Mascara,161.15,Medium,Low,32672,Female,47,Rural,111.92
16/04/2022,Haircare,Shampoo,182.31,Low,Low,32673,Male,35,Rural,179.73
04/02/2022,Haircare,Shampoo,240.73,Low,Low,32674,Male,47,City,120.01
11/12/2021,Skincare,Cleanser,67.28,Low,High,32675,Male,24,Rural,101.21
26/08/2021,Haircare,Hair Oil,181.16,Medium,None,32676,Male,54,Rural,169.5
17/06/2021,Skincare,Cleanser,373.69,Low,Medium,32677,Male,21,City,195.43
11/02/2021,Makeup,Eyeshadow,374.18,Medium,None,32678,Male,38,Rural,95.85
30/07/2022,Fragrances,Cologne,247.48,Low,High,32679,Female,33,Rural,68.05
30/05/2021,Makeup,Foundation,199.53,Medium,Low,32680,Female,22,Suburb,24.54
04/01/2021,Accessories,Handbag,228.28,Low,None,32681,Male,29,Rural,50.8
02/09/2022,Fragrances,Cologne,232.46,High,None,32682,Male,18,Suburb,112.88
12/10/2021,Makeup,Mascara,493.16,High,None,32683,Female,55,Rural,119.85
03/05/2021,Haircare,Styling Gel,303.53,Low,Medium,32684,Female,49,Rural,65.39
13/04/2021,Haircare,Conditioner,81.97,Medium,Low,32685,Female,45,Rural,172.21
05/05/2022,Makeup,Mascara,413.03,Low,None,32686,Female,42,Rural,96.53
30/05/2022,Makeup,Mascara,132.9,Medium,None,32687,Female,22,Rural,84.95
13/01/2021,Makeup,Mascara,94.5,Low,None,32688,Male,27,Suburb,12.86
30/10/2022,Accessories,Bracelet,698.31,Medium,Medium,32689,Female,22,Suburb,67.53
30/11/2021,Haircare,Styling Gel,214.34,Medium,Medium,32690,Female,53,Rural,163.05
06/03/2021,Makeup,Eyeshadow,257.69,Low,None,32691,Female,45,City,123.82
06/08/2022,Fragrances,Perfume,103.21,Medium,High,32692,Female,64,City,103.63
05/11/2022,Accessories,Bracelet,176.58,High,Low,32693,Female,45,City,73.8
20/05/2022,Skincare,Serum,490.93,Low,High,32694,Male,56,Suburb,94.25
05/07/2021,Haircare,Styling Gel,456.24,Medium,High,32695,Female,63,City,127.05
26/10/2021,Haircare,Styling Gel,351.42,Medium,None,32696,Male,60,City,115.71
31/01/2021,Accessories,Earrings,246.61,Medium,Low,32697,Female,63,Rural,134.72
17/07/2021,Accessories,Necklace,70.43,Low,Low,32698,Male,61,Rural,25.24
19/06/2021,Accessories,Bracelet,102.22,Medium,None,32699,Female,46,Suburb,95.97
11/07/2021,Accessories,Bracelet,218.58,Medium,Medium,32700,Female,57,City,172.08
10/01/2022,Fragrances,Perfume,27.45,Medium,Medium,32701,Male,59,City,58.11
25/09/2022,Accessories,Bracelet,453.62,Low,None,32702,Female,62,Rural,75.37
18/11/2021,Makeup,Mascara,606.89,Medium,None,32703,Male,53,City,116.2
15/09/2021,Fragrances,Cologne,307.79,Medium,None,32704,Female,34,City,176.59
14/02/2021,Accessories,Handbag,272.91,Low,Low,32705,Male,27,City,34.79
26/12/2021,Accessories,Necklace,369.2,Medium,None,32706,Female,34,City,164.5
07/11/2021,Accessories,Handbag,282.7,Medium,None,32707,Male,63,Suburb,31.63
21/05/2022,Makeup,Mascara,558.8,Medium,Low,32708,Female,32,Rural,154.51
15/08/2021,Skincare,Sunscreen,169.48,Low,Low,32709,Female,48,City,65
05/11/2021,Makeup,Lipstick,62.39,Medium,Low,32710,Female,48,Rural,158.29
28/08/2022,Fragrances,Perfume,367.82,Medium,Low,32711,Female,36,Suburb,36.35
23/09/2022,Skincare,Sunscreen,67.09,Low,Low,32712,Male,63,Suburb,145.81
16/11/2021,Accessories,Necklace,505.78,Low,Medium,32713,Female,46,Rural,146.85
28/04/2022,Accessories,Handbag,186.45,Medium,Medium,32714,Male,55,City,164.1
09/07/2022,Haircare,Hair Oil,271.01,Medium,Low,32715,Female,23,Suburb,142.09
13/04/2022,Skincare,Sunscreen,590.02,High,Low,32716,Male,57,Rural,62.27
27/10/2021,Haircare,Styling Gel,141.96,Medium,Low,32717,Male,48,City,11.32
24/09/2021,Makeup,Eyeshadow,150.66,Medium,Low,32718,Female,38,Suburb,144.12
01/02/2021,Fragrances,Cologne,199.57,Medium,None,32719,Female,61,Rural,68.68
17/12/2022,Haircare,Hair Oil,26.07,Low,None,32720,Female,62,Suburb,180.56
03/12/2022,Accessories,Bracelet,164.89,Medium,Medium,32721,Male,36,City,98.65
29/09/2021,Accessories,Necklace,571.26,Medium,None,32722,Male,26,Suburb,163.91
07/05/2021,Haircare,Styling Gel,252.29,High,None,32723,Male,53,City,55.59
10/10/2021,Haircare,Conditioner,24.45,Medium,None,32724,Male,37,City,60.24
14/09/2021,Accessories,Earrings,207.77,Medium,High,32725,Female,54,Suburb,133.91
11/08/2022,Accessories,Bracelet,230.08,High,Low,32726,Male,57,City,162.76
04/09/2022,Haircare,Conditioner,87.11,Medium,Low,32727,Male,64,Rural,148.75
06/08/2021,Skincare,Serum,307.26,Low,Low,32728,Male,20,Rural,10.07
